RecipeId,id,score,[features]
293649,008aea9c-028b-4a8b-b862-792678850b4f,3,"queryMatchName=1.8942201,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.24518558,queryMatchInstructions=0.0,queryMatchReviews=0.6695627,queryMatchAuthorName=0.0,recency=0.06762715,rating=0.8,reviewCount=6.529546E-4,keywordCount=0.21875,ingredientCount=0.13636364,instructionCount=0.056074765,imageCount=0.0021141649,originalScore=18.7725"
106157,bef909c0-127a-4af9-b549-2d3a0a704ad9,4,"queryMatchName=1.8942201,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.30980262,queryMatchInstructions=0.0,queryMatchReviews=0.74804926,queryMatchAuthorName=0.0,recency=0.055428043,rating=0.9,reviewCount=0.0013059092,keywordCount=0.125,ingredientCount=0.11363637,instructionCount=0.037383176,imageCount=0.0,originalScore=18.7725"
75878,b1a75aec-b874-4a2e-b4b3-a287137115c5,5,"queryMatchName=1.8942201,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.30980262,queryMatchInstructions=0.0,queryMatchReviews=0.628644,queryMatchAuthorName=0.0,recency=0.05223453,rating=0.9,reviewCount=0.0048971595,keywordCount=0.125,ingredientCount=0.13636364,instructionCount=0.04672897,imageCount=0.0021141649,originalScore=18.7725"
366728,9bf2e602-a0cd-4455-8408-a73d7a4b3ed1,3,"queryMatchName=1.8942201,queryMatchDescription=1.4381098,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.30980262,queryMatchInstructions=0.0,queryMatchReviews=0.5790071,queryMatchAuthorName=0.0,recency=0.072932824,rating=0.9,reviewCount=6.529546E-4,keywordCount=0.125,ingredientCount=0.1590909,instructionCount=0.018691588,imageCount=0.0,originalScore=18.7725"
264721,852a159a-6360-4e8e-a893-53a96f9a4430,5,"queryMatchName=1.7031965,queryMatchDescription=0.85132945,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.21201918,queryMatchInstructions=0.0,queryMatchReviews=0.6600078,queryMatchAuthorName=0.0,recency=0.066018134,rating=1.0,reviewCount=0.004244205,keywordCount=0.28125,ingredientCount=0.27272728,instructionCount=0.06542056,imageCount=0.021141648,originalScore=16.879377"
17171,f9c5e83e-78fb-45ac-bd77-3bbe890baa32,4,"queryMatchName=1.8942201,queryMatchDescription=1.2329779,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.2586738,queryMatchInstructions=0.0,queryMatchReviews=0.7266321,queryMatchAuthorName=0.0,recency=0.047728498,rating=0.9,reviewCount=0.0029382957,keywordCount=0.1875,ingredientCount=0.06818182,instructionCount=0.04672897,imageCount=0.0042283298,originalScore=18.7725"
45284,67a48587-af2d-418d-b472-417a4e0e3a8c,4,"queryMatchName=1.7031965,queryMatchDescription=1.0601547,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.04962988,rating=1.0,reviewCount=9.794319E-4,keywordCount=0.40625,ingredientCount=0.22727273,instructionCount=0.07476635,imageCount=0.0021141649,originalScore=16.879377"
118799,b2df87b4-984f-490b-a198-91a523e37c33,4,"queryMatchName=1.8942201,queryMatchDescription=0.68700755,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.6222905,queryMatchAuthorName=0.0,recency=0.056531645,rating=1.0,reviewCount=6.529546E-4,keywordCount=0.125,ingredientCount=0.11363637,instructionCount=0.07476635,imageCount=0.0,originalScore=18.7725"
21464,50e47231-ed1a-4170-a950-bb153d95f13e,3,"queryMatchName=1.7031965,queryMatchDescription=1.0986534,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.17962235,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.04803521,rating=1.0,reviewCount=0.0019588638,keywordCount=0.375,ingredientCount=0.22727273,instructionCount=0.07476635,imageCount=0.0042283298,originalScore=16.879377"
177174,c8ae28fa-4b97-4066-a507-24cd2d1e4616,4,"queryMatchName=1.8942201,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.30980262,queryMatchInstructions=0.0,queryMatchReviews=0.65543467,queryMatchAuthorName=0.0,recency=0.06070079,rating=0.9,reviewCount=0.0029382957,keywordCount=0.125,ingredientCount=0.11363637,instructionCount=0.037383176,imageCount=0.006342495,originalScore=18.7725"
255983,44db76c3-95a9-41d0-8300-dccdddc29b70,3,"queryMatchName=1.8942201,queryMatchDescription=1.0601547,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.2586738,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.06551039,rating=0.8,reviewCount=6.529546E-4,keywordCount=0.1875,ingredientCount=0.22727273,instructionCount=0.06542056,imageCount=0.0042283298,originalScore=18.7725"
227295,db209f41-c62f-4860-8ded-4e18b7c300d8,3,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.18675652,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.06389892,rating=1.0,reviewCount=9.794319E-4,keywordCount=0.3125,ingredientCount=0.25,instructionCount=0.06542056,imageCount=0.0021141649,originalScore=16.879377"
22261,ffaf7270-e4a3-4e07-ad10-392cdb0a6202,2,"queryMatchName=1.8942201,queryMatchDescription=0.90209854,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.37954557,queryMatchAuthorName=0.0,recency=0.04809829,rating=1.0,reviewCount=0.0019588638,keywordCount=0.0625,ingredientCount=0.18181819,instructionCount=0.056074765,imageCount=0.0,originalScore=18.7725"
85658,4cd94756-964e-49f7-ad3d-cc224c843f66,1,"queryMatchName=1.8942201,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.2586738,queryMatchInstructions=3.2135162,queryMatchReviews=0.62750256,queryMatchAuthorName=0.0,recency=0.053120885,rating=1.0,reviewCount=6.529546E-4,keywordCount=0.15625,ingredientCount=0.045454547,instructionCount=0.028037382,imageCount=0.0,originalScore=18.7725"
68890,64cb55d2-ee1a-4ac6-a2b9-e3481c280796,3,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.63819313,queryMatchAuthorName=0.0,recency=0.051601652,rating=1.0,reviewCount=9.794319E-4,keywordCount=0.25,ingredientCount=0.18181819,instructionCount=0.25233644,imageCount=0.0,originalScore=16.879377"
120450,cc563276-2a13-4f1f-aa2e-61db16eeb2d2,3,"queryMatchName=1.8942201,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.056619033,rating=0.8,reviewCount=3.264773E-4,keywordCount=0.21875,ingredientCount=0.1590909,instructionCount=0.07476635,imageCount=0.0021141649,originalScore=18.7725"
256872,15dd4763-730e-4eff-a9a3-bcfcc69bfe4a,4,"queryMatchName=1.8942201,queryMatchDescription=0.5927813,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.3316539,queryMatchInstructions=0.0,queryMatchReviews=0.56691504,queryMatchAuthorName=0.0,recency=0.06558077,rating=1.0,reviewCount=0.0029382957,keywordCount=0.09375,ingredientCount=0.045454547,instructionCount=0.084112145,imageCount=0.006342495,originalScore=18.7725"
413056,b1647977-665c-4722-a5a4-d4baffb47af6,3,"queryMatchName=1.8942201,queryMatchDescription=1.2329779,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.30980262,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.077599294,rating=1.0,reviewCount=9.794319E-4,keywordCount=0.125,ingredientCount=0.11363637,instructionCount=0.028037382,imageCount=0.0021141649,originalScore=18.7725"
258329,9c705b1b-b049-400f-a46e-49a0c7668335,3,"queryMatchName=1.7031965,queryMatchDescription=1.4047232,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.23303434,queryMatchInstructions=0.0,queryMatchReviews=0.501493,queryMatchAuthorName=0.0,recency=0.06566307,rating=1.0,reviewCount=9.794319E-4,keywordCount=0.21875,ingredientCount=0.20454547,instructionCount=0.028037382,imageCount=0.0042283298,originalScore=16.879377"
41503,9b7b5e90-4210-4a56-9aa7-9243afa831ab,5,"queryMatchName=1.7031965,queryMatchDescription=1.0072128,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.20287168,queryMatchInstructions=0.0,queryMatchReviews=0.5648824,queryMatchAuthorName=0.0,recency=0.049395617,rating=0.9,reviewCount=0.010773751,keywordCount=0.3125,ingredientCount=0.13636364,instructionCount=0.084112145,imageCount=0.0042283298,originalScore=16.879377"
139290,132446b0-63c3-4697-884c-e3ac6c641cfa,3,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.2586738,queryMatchInstructions=0.0,queryMatchReviews=0.7125471,queryMatchAuthorName=0.0,recency=0.057944715,rating=1.0,reviewCount=3.264773E-4,keywordCount=0.15625,ingredientCount=0.18181819,instructionCount=0.028037382,imageCount=0.0,originalScore=16.879377"
265121,c8a82144-2b31-498c-a083-ab393c54b1ba,4,"queryMatchName=1.7031965,queryMatchDescription=0.82802916,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.3510877,queryMatchAuthorName=0.0,recency=0.06605385,rating=1.0,reviewCount=0.0016323866,keywordCount=0.21875,ingredientCount=0.27272728,instructionCount=0.04672897,imageCount=0.014799154,originalScore=16.879377"
159569,6b3333e4-98e3-4e0e-a4cd-d15ad3748b59,4,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.22203061,queryMatchInstructions=0.0,queryMatchReviews=0.37954557,queryMatchAuthorName=0.0,recency=0.05949782,rating=1.0,reviewCount=0.0026118185,keywordCount=0.21875,ingredientCount=0.18181819,instructionCount=0.056074765,imageCount=0.0042283298,originalScore=16.879377"
107793,d600c490-76e4-40e4-944d-ed376dd49067,2,"queryMatchName=1.8942201,queryMatchDescription=1.4381098,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.0556132,rating=1.0,reviewCount=9.794319E-4,keywordCount=0.0625,ingredientCount=0.1590909,instructionCount=0.037383176,imageCount=0.0,originalScore=18.7725"
205484,e5c066c3-5b12-4531-8c43-7b60b91cfea9,3,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.24518558,queryMatchInstructions=0.0,queryMatchReviews=0.68020093,queryMatchAuthorName=0.0,recency=0.062642135,rating=1.0,reviewCount=3.264773E-4,keywordCount=0.1875,ingredientCount=0.13636364,instructionCount=0.028037382,imageCount=0.0,originalScore=16.879377"
272412,2314fe1e-6903-424d-b618-4262bde76ac2,3,"queryMatchName=1.8942201,queryMatchDescription=1.4381098,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.06647343,rating=1.0,reviewCount=6.529546E-4,keywordCount=0.0625,ingredientCount=0.1590909,instructionCount=0.037383176,imageCount=0.0,originalScore=18.7725"
10872,35ecbb34-2838-4105-8e1b-9f96f01daf65,3,"queryMatchName=1.7031965,queryMatchDescription=1.4047232,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.23303434,queryMatchInstructions=0.0,queryMatchReviews=0.703713,queryMatchAuthorName=0.0,recency=0.04677758,rating=1.0,reviewCount=9.794319E-4,keywordCount=0.21875,ingredientCount=0.09090909,instructionCount=0.04672897,imageCount=0.0,originalScore=16.879377"
66939,9ed62b0f-55bd-45a8-b570-44c3a9a6c222,3,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.15581378,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.051398896,rating=0.8,reviewCount=9.794319E-4,keywordCount=0.4375,ingredientCount=0.09090909,instructionCount=0.028037382,imageCount=0.0,originalScore=16.879377"
30376,699491a4-13fb-471a-a82d-83b2cdad5b0a,3,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.048621863,rating=1.0,reviewCount=3.264773E-4,keywordCount=0.1875,ingredientCount=0.22727273,instructionCount=0.18691587,imageCount=0.0,originalScore=16.879377"
251492,522ea1a0-d3bb-4454-b442-6904358cdaca,2,"queryMatchName=1.8942201,queryMatchDescription=0.8634784,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.27373242,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.06526525,rating=0.6,reviewCount=6.529546E-4,keywordCount=0.15625,ingredientCount=0.18181819,instructionCount=0.07476635,imageCount=0.0042283298,originalScore=18.7725"
55020,82615ed7-1147-4403-85c3-2b4d506c9314,3,"queryMatchName=1.7031965,queryMatchDescription=1.4047232,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.77380306,queryMatchAuthorName=0.0,recency=0.050415482,rating=0.9,reviewCount=0.0013059092,keywordCount=0.15625,ingredientCount=0.18181819,instructionCount=0.037383176,imageCount=0.0,originalScore=16.879377"
311798,eca4d583-9fde-4fd6-a178-c0e9462635ee,1,"queryMatchName=1.8942201,queryMatchDescription=1.1846964,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.24518558,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.068951175,rating=0.7,reviewCount=6.529546E-4,keywordCount=0.1875,ingredientCount=0.11363637,instructionCount=0.04672897,imageCount=0.0084566595,originalScore=18.7725"
110067,e18025e6-f103-49c3-bfc7-de8140cfbd91,4,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.24518558,queryMatchInstructions=0.0,queryMatchReviews=0.6499731,queryMatchAuthorName=0.0,recency=0.055842128,rating=1.0,reviewCount=0.008161933,keywordCount=0.1875,ingredientCount=0.09090909,instructionCount=0.056074765,imageCount=0.014799154,originalScore=16.879377"
179885,b1e00cde-38e8-478b-a930-ae594b1b4a14,3,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.27373242,queryMatchInstructions=0.0,queryMatchReviews=0.57019377,queryMatchAuthorName=0.0,recency=0.060892534,rating=1.0,reviewCount=9.794319E-4,keywordCount=0.15625,ingredientCount=0.09090909,instructionCount=0.06542056,imageCount=0.0,originalScore=16.879377"
313400,b87f03ba-f999-492f-aac4-07b2796e98cc,2,"queryMatchName=1.8942201,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.18675652,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.06908122,rating=0.0,reviewCount=0.0,keywordCount=0.375,ingredientCount=0.22727273,instructionCount=0.084112145,imageCount=0.0,originalScore=18.7725"
134629,c99864a5-8513-440d-b1b3-e68217306417,2,"queryMatchName=1.7031965,queryMatchDescription=0.8168509,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.27373242,queryMatchInstructions=0.0,queryMatchReviews=0.690737,queryMatchAuthorName=0.0,recency=0.057616573,rating=1.0,reviewCount=0.0013059092,keywordCount=0.15625,ingredientCount=0.06818182,instructionCount=0.084112145,imageCount=0.0021141649,originalScore=16.879377"
209486,90312368-868e-451d-becb-39d8929a6f60,3,"queryMatchName=1.7031965,queryMatchDescription=0.79537594,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.46420577,queryMatchAuthorName=0.0,recency=0.06287873,rating=0.9,reviewCount=0.0013059092,keywordCount=0.21875,ingredientCount=0.13636364,instructionCount=0.10280374,imageCount=0.0042283298,originalScore=16.879377"
6553,387c5b0f-7615-4fb1-b02c-4fd4f4278f9a,3,"queryMatchName=1.7031965,queryMatchDescription=1.4047232,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.30980262,queryMatchInstructions=0.0,queryMatchReviews=0.7008817,queryMatchAuthorName=0.0,recency=0.04384873,rating=0.8,reviewCount=3.264773E-4,keywordCount=0.125,ingredientCount=0.18181819,instructionCount=0.018691588,imageCount=0.0,originalScore=16.879377"
350443,61a2af70-a2a4-4b73-80f8-4b761a2df855,5,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.2586738,queryMatchInstructions=0.0,queryMatchReviews=0.66578317,queryMatchAuthorName=0.0,recency=0.071634784,rating=1.0,reviewCount=0.022200458,keywordCount=0.1875,ingredientCount=0.11363637,instructionCount=0.056074765,imageCount=0.035940804,originalScore=16.879377"
418373,f009582b-a2b2-42b5-b7f7-bab1887c8dc4,,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.078296,rating=1.0,reviewCount=3.264773E-4,keywordCount=0.21875,ingredientCount=0.13636364,instructionCount=0.04672897,imageCount=0.0,originalScore=16.879377"
89506,004ba350-d53a-4f62-a33d-8e5032238a4d,2,"queryMatchName=1.7031965,queryMatchDescription=1.4047232,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.27373242,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.053493284,rating=1.0,reviewCount=3.264773E-4,keywordCount=0.15625,ingredientCount=0.1590909,instructionCount=0.018691588,imageCount=0.0,originalScore=16.879377"
208367,d03e48f4-871b-4bc3-b100-7157bd47c062,2,"queryMatchName=1.7031965,queryMatchDescription=1.2083551,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.24518558,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.06280325,rating=1.0,reviewCount=6.529546E-4,keywordCount=0.1875,ingredientCount=0.13636364,instructionCount=0.04672897,imageCount=0.0021141649,originalScore=16.879377"
123164,92810ebd-c4fe-4bf8-8ab3-aba96b65ac76,3,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.35682154,queryMatchInstructions=0.0,queryMatchReviews=0.54529333,queryMatchAuthorName=0.0,recency=0.056794625,rating=1.0,reviewCount=6.529546E-4,keywordCount=0.0625,ingredientCount=0.13636364,instructionCount=0.056074765,imageCount=0.0084566595,originalScore=16.879377"
410787,b5ef986e-1eb6-4223-bc27-d51b546b2944,1,"queryMatchName=1.8942201,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.17301321,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.07730449,rating=0.0,reviewCount=0.0,keywordCount=0.40625,ingredientCount=0.13636364,instructionCount=0.11214953,imageCount=0.0,originalScore=18.7725"
77567,06c06d66-9568-48a9-ae64-043289f8748c,5,"queryMatchName=1.7031965,queryMatchDescription=0.888847,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.35682154,queryMatchInstructions=0.0,queryMatchReviews=0.628174,queryMatchAuthorName=0.0,recency=0.05241393,rating=1.0,reviewCount=0.010447274,keywordCount=0.0625,ingredientCount=0.09090909,instructionCount=0.037383176,imageCount=0.0021141649,originalScore=16.879377"
100512,3601cf87-9496-4921-8bfe-fa574603b2b2,3,"queryMatchName=1.7031965,queryMatchDescription=1.0072128,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.05474048,rating=0.9,reviewCount=6.529546E-4,keywordCount=0.15625,ingredientCount=0.18181819,instructionCount=0.06542056,imageCount=0.0021141649,originalScore=16.879377"
120761,f946c183-99c8-44e6-8b8c-44cf263a14af,3,"queryMatchName=1.7031965,queryMatchDescription=0.7556442,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.24518558,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.056645308,rating=0.7,reviewCount=9.794319E-4,keywordCount=0.1875,ingredientCount=0.20454547,instructionCount=0.06542056,imageCount=0.0,originalScore=16.879377"
4038,c73ca2e7-07be-4f8b-b71e-8181766b783e,3,"queryMatchName=1.7031965,queryMatchDescription=0.0,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.30980262,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.043217514,rating=0.8,reviewCount=0.0019588638,keywordCount=0.125,ingredientCount=0.20454547,instructionCount=0.07476635,imageCount=0.0042283298,originalScore=16.879377"
13673,9d6abf11-8848-439b-98d6-999707d73693,2,"queryMatchName=1.8942201,queryMatchDescription=1.4381098,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.0,queryMatchInstructions=0.0,queryMatchReviews=0.0,queryMatchAuthorName=0.0,recency=0.047284853,rating=0.6,reviewCount=3.264773E-4,keywordCount=0.09375,ingredientCount=0.09090909,instructionCount=0.06542056,imageCount=0.0,originalScore=18.7725"
66838,4d3b0117-94e6-4a4d-87dd-7864607efaf4,0,"queryMatchName=1.7031965,queryMatchDescription=1.4047232,queryMatchCategory=0.0,queryMatchIngredients=0.0,queryMatchKeywords=0.2906527,queryMatchInstructions=0.0,queryMatchReviews=0.7008817,queryMatchAuthorName=0.0,recency=0.051391684,rating=0.8,reviewCount=3.264773E-4,keywordCount=0.15625,ingredientCount=0.022727273,instructionCount=0.056074765,imageCount=0.0,originalScore=16.879377"
