query,facet,RecipeId,URL,score
oatmeal,,86600,http://localhost:3000/recipe/86600,1
oatmeal,,91206,http://localhost:3000/recipe/91206,2
oatmeal,,93053,http://localhost:3000/recipe/93053,3
oatmeal,,94145,http://localhost:3000/recipe/94145,2
oatmeal,,95313,http://localhost:3000/recipe/95313,4
oatmeal,,97362,http://localhost:3000/recipe/97362,1
oatmeal,,97516,http://localhost:3000/recipe/97516,1
oatmeal,,97817,http://localhost:3000/recipe/97817,3
oatmeal,,102176,http://localhost:3000/recipe/102176,5
oatmeal,,109080,http://localhost:3000/recipe/109080,1
oatmeal,,117412,http://localhost:3000/recipe/117412,5
oatmeal,,124263,http://localhost:3000/recipe/124263,4
oatmeal,,124528,http://localhost:3000/recipe/124528,1
oatmeal,,126411,http://localhost:3000/recipe/126411,3
oatmeal,,128959,http://localhost:3000/recipe/128959,5
oatmeal,,133996,http://localhost:3000/recipe/133996,2
oatmeal,,135795,http://localhost:3000/recipe/135795,2
oatmeal,,135816,http://localhost:3000/recipe/135816,2
oatmeal,,137781,http://localhost:3000/recipe/137781,3
oatmeal,,145963,http://localhost:3000/recipe/145963,4
oatmeal,,146351,http://localhost:3000/recipe/146351,2
oatmeal,,146683,http://localhost:3000/recipe/146683,4
oatmeal,,146733,http://localhost:3000/recipe/146733,1
oatmeal,,148343,http://localhost:3000/recipe/148343,4
oatmeal,,156265,http://localhost:3000/recipe/156265,2
oatmeal,,158095,http://localhost:3000/recipe/158095,1
oatmeal,,158629,http://localhost:3000/recipe/158629,3
oatmeal,,159326,http://localhost:3000/recipe/159326,1
oatmeal,,161281,http://localhost:3000/recipe/161281,1
oatmeal,,161499,http://localhost:3000/recipe/161499,4
oatmeal,,165437,http://localhost:3000/recipe/165437,2
oatmeal,,166439,http://localhost:3000/recipe/166439,3
oatmeal,,167631,http://localhost:3000/recipe/167631,2
oatmeal,,169765,http://localhost:3000/recipe/169765,1
oatmeal,,176982,http://localhost:3000/recipe/176982,3
oatmeal,,179475,http://localhost:3000/recipe/179475,1
oatmeal,,179706,http://localhost:3000/recipe/179706,2
oatmeal,,181452,http://localhost:3000/recipe/181452,2
oatmeal,,184800,http://localhost:3000/recipe/184800,3
oatmeal,,185476,http://localhost:3000/recipe/185476,4
oatmeal,,185645,http://localhost:3000/recipe/185645,3
oatmeal,,185832,http://localhost:3000/recipe/185832,1
oatmeal,,186347,http://localhost:3000/recipe/186347,5
oatmeal,,188080,http://localhost:3000/recipe/188080,1
oatmeal,,188595,http://localhost:3000/recipe/188595,1
oatmeal,,189688,http://localhost:3000/recipe/189688,1
oatmeal,,191858,http://localhost:3000/recipe/191858,1
oatmeal,,194626,http://localhost:3000/recipe/194626,2
oatmeal,,26633,http://localhost:3000/recipe/26633,1
oatmeal,,26853,http://localhost:3000/recipe/26853,2
oatmeal,,27034,http://localhost:3000/recipe/27034,3
oatmeal,,28309,http://localhost:3000/recipe/28309,3
oatmeal,,34134,http://localhost:3000/recipe/34134,2
oatmeal,,34696,http://localhost:3000/recipe/34696,2
oatmeal,,21430,http://localhost:3000/recipe/21430,2
oatmeal,,23161,http://localhost:3000/recipe/23161,3
oatmeal,,23207,http://localhost:3000/recipe/23207,3
oatmeal,,23926,http://localhost:3000/recipe/23926,2
